Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Never married,Margin of Error; Total: - Never married,"Estimate; Total: - Now married, except separated","Margin of Error; Total: - Now married, except separated",Estimate; Total: - Divorced,Margin of Error; Total: - Divorced,Estimate; Total: - Separated,Margin of Error; Total: - Separated,Estimate; Total: - Widowed,Margin of Error; Total: - Widowed,Estimate; Total: - Same house 1 year ago:,Margin of Error; Total: - Same house 1 year ago:,Estimate; Total: - Same house 1 year ago: - Never married,Margin of Error; Total: - Same house 1 year ago: - Never married,"Estimate; Total: - Same house 1 year ago: - Now married, except separated","Margin of Error; Total: - Same house 1 year ago: - Now married, except separated",Estimate; Total: - Same house 1 year ago: - Divorced,Margin of Error; Total: - Same house 1 year ago: - Divorced,Estimate; Total: - Same house 1 year ago: - Separated,Margin of Error; Total: - Same house 1 year ago: - Separated,Estimate; Total: - Same house 1 year ago: - Widowed,Margin of Error; Total: - Same house 1 year ago: - Widowed,Estimate; Total: - Moved within same county:,Margin of Error; Total: - Moved within same county:,Estimate; Total: - Moved within same county: - Never married,Margin of Error; Total: - Moved within same county: - Never married,"Estimate; Total: - Moved within same county: - Now married, except separated","Margin of Error; Total: - Moved within same county: - Now married, except separated",Estimate; Total: - Moved within same county: - Divorced,Margin of Error; Total: - Moved within same county: - Divorced,Estimate; Total: - Moved within same county: - Separated,Margin of Error; Total: - Moved within same county: - Separated,Estimate; Total: - Moved within same county: - Widowed,Margin of Error; Total: - Moved within same county: - Widowed,Estimate; Total: - Moved from different county within same state:,Margin of Error; Total: - Moved from different county within same state:,Estimate; Total: - Moved from different county within same state: - Never married,Margin of Error; Total: - Moved from different county within same state: - Never married,"Estimate; Total: - Moved from different county within same state: - Now married, except separated","Margin of Error; Total: - Moved from different county within same state: - Now married, except separated",Estimate; Total: - Moved from different county within same state: - Divorced,Margin of Error; Total: - Moved from different county within same state: - Divorced,Estimate; Total: - Moved from different county within same state: - Separated,Margin of Error; Total: - Moved from different county within same state: - Separated,Estimate; Total: - Moved from different county within same state: - Widowed,Margin of Error; Total: - Moved from different county within same state: - Widowed,Estimate; Total: - Moved from different state:,Margin of Error; Total: - Moved from different state:,Estimate; Total: - Moved from different state: - Never married,Margin of Error; Total: - Moved from different state: - Never married,"Estimate; Total: - Moved from different state: - Now married, except separated","Margin of Error; Total: - Moved from different state: - Now married, except separated",Estimate; Total: - Moved from different state: - Divorced,Margin of Error; Total: - Moved from different state: - Divorced,Estimate; Total: - Moved from different state: - Separated,Margin of Error; Total: - Moved from different state: - Separated,Estimate; Total: - Moved from different state: - Widowed,Margin of Error; Total: - Moved from different state: - Widowed,Estimate; Total: - Moved from abroad:,Margin of Error; Total: - Moved from abroad:,Estimate; Total: - Moved from abroad: - Never married,Margin of Error; Total: - Moved from abroad: - Never married,"Estimate; Total: - Moved from abroad: - Now married, except separated","Margin of Error; Total: - Moved from abroad: - Now married, except separated",Estimate; Total: - Moved from abroad: - Divorced,Margin of Error; Total: - Moved from abroad: - Divorced,Estimate; Total: - Moved from abroad: - Separated,Margin of Error; Total: - Moved from abroad: - Separated,Estimate; Total: - Moved from abroad: - Widowed,Margin of Error; Total: - Moved from abroad: - Widowed
0100000US,,United States,255421235,8054,83848861,279938,123059987,441031,27972527,132717,5453488,42013,15086372,26775,217790150,173117,65642882,200274,110840381,461428,23498834,99151,4111971,29702,13696082,28060,21501249,123555,10218748,69647,6847443,28609,2734541,26317,865827,11288,834690,7254,8460611,34970,4461015,20284,2395579,15290,1026087,12011,287147,4945,290783,3730,6023409,25328,2818918,16144,2221337,12967,620482,7213,158327,3289,204345,3639,1645816,12678,707298,8454,755247,8798,92583,1956,30216,1461,60472,1827
